id_source,title_source,authors_source,url_source,cited_by_source,id_target,title,totalCitations,url,clusterid,authors
8783719798375894721,Who's in and who's out—compositional control of biomolecular condensates,"JA Ditlev, LB Case, MK Rosen",https://www.sciencedirect.com/science/article/pii/S0022283618309112,147.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
10078598276769547013,Synaptic nanomodules underlie the organization and plasticity of spine synapses,"M Hruska, N Henderson, SJ Le Marchand, H Jafri…",https://www.nature.com/articles/s41593-018-0138-9,131.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
2281246655446371337,Phosphoregulated FMRP phase separation models activity-dependent translation through bidirectional control of mRNA granule formation,"B Tsang, J Arsenault, RM Vernon…",https://www.pnas.org/content/116/10/4218.short,133.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
14681333917779263288,The wisdom of crowds: regulating cell function through condensed states of living matter,S Alberti,https://journals.biologists.com/jcs/article-abstract/130/17/2789/56420,115.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
4762778481842185389,Phase separation and single-chain compactness of charged disordered proteins are strongly correlated,"YH Lin, HS Chan",https://www.sciencedirect.com/science/article/pii/S000634951730437X,113.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
1058052564845080706,Phase separation of zonula occludens proteins drives formation of tight junctions,"O Beutel, R Maraspini, K Pombo-Garcia…",https://www.sciencedirect.com/science/article/pii/S0092867419311274,122.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
9453429773624475047,Differentiation and characterization of excitatory and inhibitory synapses by cryo-electron tomography and correlative microscopy,"CL Tao, YT Liu, R Sun, B Zhang, L Qi…",https://www.jneurosci.org/content/38/6/1493.abstract,104.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
13713010831608411479,Supramolecular organization of NMDA receptors and the postsynaptic density,"RAW Frank, SGN Grant",https://www.sciencedirect.com/science/article/pii/S095943881730082X,87.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
2133208781723782050,"PARylation regulates stress granule dynamics, phase separation, and neurotoxicity of disease-related RNA-binding proteins","Y Duan, A Du, J Gu, G Duan, C Wang, X Gui, Z Ma…",https://www.nature.com/articles/s41422-019-0141-z,102.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
17422161544730430595,MAGUKs: multifaceted synaptic organizers,"S Won, JM Levy, RA Nicoll, KW Roche",https://www.sciencedirect.com/science/article/pii/S0959438817300508,84.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
11499238290805982838,RIM and RIM-BP form presynaptic active-zone-like condensates via phase separation,"X Wu, Q Cai, Z Shen, X Chen, M Zeng, S Du, M Zhang",https://www.sciencedirect.com/science/article/pii/S1097276518310372,83.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
15000403975745340033,Functional organization of postsynaptic glutamate receptors,"N Scheefhals, HD MacGillavry",https://www.sciencedirect.com/science/article/pii/S1044743117304050,89.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
1045917828968150117,Physico-pathologic mechanisms involved in neurodegeneration: misfolded protein-plasma membrane interactions,"AN Shrivastava, A Aperia, R Melki, A Triller",https://www.sciencedirect.com/science/article/pii/S0896627317304646,74.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
5049090338698900558,Regulation of transmembrane signaling by phase separation,"LB Case, JA Ditlev, MK Rosen",https://www.annualreviews.org/doi/abs/10.1146/annurev-biophys-052118-115534,93.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
14965538459862330699,Mechanosensation of tight junctions depends on ZO-1 phase separation and flow,"C Schwayer, S Shamipour, K Pranjic-Ferscha…",https://www.sciencedirect.com/science/article/pii/S0092867419311225,82.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
9630336220572633719,Quantifying dynamics in phase-separated condensates using fluorescence recovery after photobleaching,"NO Taylor, MT Wei, HA Stone, CP Brangwynne",https://www.sciencedirect.com/science/article/pii/S0006349519307477,82.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
17129156066353366107,"Formation of biological condensates via phase separation: Characteristics, analytical methods, and physiological implications","Z Feng, X Chen, X Wu, M Zhang",https://www.jbc.org/article/S0021-9258(20)35029-8/abstract,76.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
9440653888623400605,Phase separation of TAZ compartmentalizes the transcription machinery to promote gene expression,"Y Lu, T Wu, O Gutman, H Lu, Q Zhou, YI Henis…",https://www.nature.com/articles/s41556-020-0485-0,86.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
2555626227102374057,Coarse-grained residue-based models of disordered protein condensates: utility and limitations of simple charge pattern parameters,"S Das, AN Amin, YH Lin, HS Chan",https://pubs.rsc.org/en/content/articlehtml/2018/cp/c8cp05095c,61.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
97376704583038540,Charge pattern matching as a 'fuzzy'mode of molecular recognition for the functional phase separations of intrinsically disordered proteins,"YH Lin, JP Brady, JD Forman-Kay…",https://iopscience.iop.org/article/10.1088/1367-2630/aa9369/meta,63.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
12636425205556851750,Synaptic vesicle clusters at synapses: a distinct liquid phase?,"D Milovanovic, P De Camilli",https://www.sciencedirect.com/science/article/pii/S0896627317300971,55.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
8461440474667390308,The protein complex crystallography beamline (BL19U1) at the Shanghai Synchrotron Radiation Facility,"WZ Zhang, JC Tang, SS Wang, ZJ Wang…",https://link.springer.com/article/10.1007/s41365-019-0683-2,65.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
1194323211015626488,Phase separation at the synapse,"X Chen, X Wu, H Wu, M Zhang",https://www.nature.com/articles/s41593-019-0579-9,60.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
10535367724002481602,Differential nanoscale topography and functional role of GluN2-NMDA receptor subtypes at glutamatergic synapses,"B Kellermayer, JS Ferreira, J Dupuis, F Levet…",https://www.sciencedirect.com/science/article/pii/S0896627318307852,55.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
15444550549880427982,3′ UTR length-dependent control of SynGAP isoform α2 mRNA by FUS and ELAV-like proteins promotes dendritic spine maturation and cognitive function,"S Yokoi, T Udagawa, Y Fujioka, D Honda, H Okado…",https://www.sciencedirect.com/science/article/pii/S2211124717312603,45.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
15012039451235261747,Hierarchical organization and genetically separable subfamilies of PSD 95 postsynaptic supercomplexes,"RAW Frank, F Zhu, NH Komiyama…",https://onlinelibrary.wiley.com/doi/abs/10.1111/jnc.14056,43.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
8796556845039587004,Phase separation-mediated TARP/MAGUK complex condensation and AMPA receptor synaptic transmission,"M Zeng, J Díaz-Alonso, F Ye, X Chen, J Xu, Z Ji…",https://www.sciencedirect.com/science/article/pii/S0896627319306853,57.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
7387046495787040481,Subsynaptic spatial organization as a regulator of synaptic strength and plasticity,"H Chen, AH Tang, TA Blanpied",https://www.sciencedirect.com/science/article/pii/S0959438818300369,45.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
13346144755811120222,"Phase separation, transition, and autophagic degradation of proteins in development and pathogenesis","Z Wang, H Zhang",https://www.sciencedirect.com/science/article/pii/S0962892419300194,50.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
1321620295703399913,The physiological and pathological biophysics of phase separation and gelation of RNA binding proteins in amyotrophic lateral sclerosis and fronto-temporal …,"P St George-Hyslop, JQ Lin, A Miyashita, EC Phillips…",https://www.sciencedirect.com/science/article/pii/S0006899318302312,45.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
2320197400895545211,Dynamic synthetic cells based on liquid–liquid phase separation,N Martin,https://hal.archives-ouvertes.fr/hal-02329547/document,54.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
12238408429348128410,Linking glutamate receptor movements and synapse function,"L Groc, D Choquet",https://science.sciencemag.org/content/368/6496/eaay4631.abstract,55.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
14975078606605955836,CPEB3 inhibits translation of mRNA targets by localizing them to P bodies,"L Ford, E Ling, ER Kandel…",https://www.pnas.org/content/116/36/18078.short,45.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
18051315371465076307,Species-conserved SYNGAP1 phenotypes associated with neurodevelopmental disorders,"M Kilinc, T Creson, C Rojas, M Aceti, J Ellegood…",https://www.sciencedirect.com/science/article/pii/S1044743118300307,43.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
15758517167803240078,A framework for understanding the functions of biomolecular condensates across scales,"AS Lyon, WB Peeples, MK Rosen",https://www.nature.com/articles/s41580-020-00303-z,89.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
3198479126364865916,The molecular cross talk of the dystrophin–glycoprotein complex,"M Gawor, TJ Prószyński",https://www.researchgate.net/profile/Tomasz-Proszynski/publication/320643551_The_molecular_cross_talk_of_the_dystrophin-glycoprotein_complex/links/5a033b2daca2720c3267835a/The-molecular-cross-talk-of-the-dystrophin-glycoprotein-complex.pdf,38.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
15890992571817314224,"Physiological, pathological, and targetable membraneless organelles in neurons","VH Ryan, NL Fawzi",https://www.sciencedirect.com/science/article/pii/S0166223619301389,43.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
3328300839440009114,"Temperature, hydrostatic pressure, and osmolyte effects on liquid–liquid phase separation in protein condensates: physical chemistry and biological implications","H Cinar, Z Fetahaj, S Cinar, RM Vernon…",https://chemistry-europe.onlinelibrary.wiley.com/doi/abs/10.1002/chem.201902210,48.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
14829649304716260895,PDZ ligand binding-induced conformational coupling of the PDZ–SH3–GK tandems in PSD-95 family MAGUKs,"M Zeng, F Ye, J Xu, M Zhang",https://www.sciencedirect.com/science/article/pii/S0022283617305417,36.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
13389736244634032189,Pressure-sensitive and osmolyte-modulated liquid–liquid phase separation of eye-lens γ-crystallins,"S Cinar, H Cinar, HS Chan…",https://pubs.acs.org/doi/abs/10.1021/jacs.8b13636,34.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
2752248053351604806,Synaptic paths to neurodegeneration: the emerging role of TDP-43 and FUS in synaptic functions,SC Ling,https://www.hindawi.com/journals/np/2018/8413496/,37.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
4494437521656198374,Twenty years of SynGAP research: from synapses to cognition,"TR Gamache, Y Araki, RL Huganir",https://www.jneurosci.org/content/40/8/1596.abstract,36.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
17705946806954427650,Intrinsically disordered proteins in synaptic vesicle trafficking and release,"D Snead, D Eliezer",https://www.jbc.org/article/S0021-9258(20)38963-8/abstract,36.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
5658819207097400059,Long-term memory consolidation: The role of RNA-binding proteins with prion-like domains,"IP Sudhakaran, M Ramaswami",https://www.tandfonline.com/doi/abs/10.1080/15476286.2016.1244588,33.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
17610106443131280646,Haploinsufficiency of the intellectual disability gene SETD5 disturbs developmental gene expression and cognition,"E Deliu, N Arecco, J Morandell, CP Dotter…",https://www.nature.com/articles/s41593-018-0266-2?platform\u003doscar\u0026draft\u003dcollection,36.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
11787834900541072802,Mechanism of DNA‐induced phase separation for transcriptional repressor VRN1,"H Zhou, Z Song, S Zhong, L Zuo, Z Qi…",https://onlinelibrary.wiley.com/doi/abs/10.1002/ange.201810373,40.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
8426602184984061365,Role of palmitoylation of postsynaptic proteins in promoting synaptic plasticity,"L Matt, K Kim, D Chowdhury, JW Hell",https://www.frontiersin.org/articles/10.3389/fnmol.2019.00008/full,42.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
14547828783922575692,Basal condensation of Numb and Pon complex via phase transition during Drosophila neuroblast asymmetric division,"Z Shan, Y Tu, Y Yang, Z Liu, M Zeng, H Xu…",https://www.nature.com/articles/s41467-018-03077-3,32.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
4672161308056363856,Emergent functions of proteins in non-stoichiometric supramolecular assemblies,"R Pancsa, E Schad, A Tantos, P Tompa",https://www.sciencedirect.com/science/article/pii/S1570963919300433,30.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
7596681331535839445,Features of molecular recognition of intrinsically disordered proteins via coupled folding and binding,"J Yang, M Gao, J Xiong, Z Su, Y Huang",https://onlinelibrary.wiley.com/doi/abs/10.1002/pro.3718,34.0,7601154960238900186,Phase transition in postsynaptic densities underlies formation of synaptic complexes and synaptic plasticity,264,https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7601154960238900186,7601154960238900186,"M Zeng, Y Shang, Y Araki, T Guo, RL Huganir, M Zhang"
